52	70
52	71
52	72
52	73
52	74
52	75
52	76
52	77
52	78
52	79
52	80
52	81
52	82
52	83
52	84
52	85
52	86
52	87
52	88
52	89
53	54
53	55
53	56
53	57
53	58
53	59
53	60
53	61
53	62
53	63
53	64
53	65
53	66
53	33
53	67
53	68
53	69
53	70
53	71
53	72
53	73
53	74
53	75
53	76
53	77
53	78
53	79
53	80
53	81
53	82
53	83
53	84
53	85
53	86
53	87
53	88
53	89
54	55
54	56
54	57
54	58
54	59
54	60
54	61
54	62
54	63
54	64
54	65
54	66
54	33
54	67
54	68
54	69
54	70
54	71
54	72
54	73
54	74
54	75
54	76
54	77
54	78
54	79
54	80
54	81
54	82
54	83
54	84
54	85
54	86
54	87
54	88
54	89
54	102
54	127
54	129
54	131
54	90
54	134
55	56
55	57
55	58
55	59
55	60
55	61
55	62
55	63
55	64
55	65
55	66
55	33
55	67
55	68
55	69
55	70
55	71
55	72
55	73
55	74
55	75
55	76
55	77
55	78
55	79
55	80
55	81
55	82
55	83
55	84
55	85
55	86
55	87
55	88
55	89
55	19
55	122
55	148
55	123
56	57
56	58
56	59
56	60
56	61
56	62
56	63
56	64
56	65
56	66
56	33
56	67
56	68
56	69
56	70
56	71
56	72
56	73
56	74
56	75
56	76
56	77
56	78
56	79
56	80
56	81
56	82
56	83
56	84
56	85
56	86
56	87
56	88
56	89
56	149
56	150
57	58
57	59
57	60
57	61
57	62
57	63
57	64
57	65
57	66
57	33
57	67
57	68
57	69
57	70
57	71
57	72
57	73
57	74
57	75
57	76
57	77
57	78
57	79
57	80
57	81
57	82
57	83
57	84
57	85
57	86
57	87
57	88
57	89
57	116
57	102
57	127
57	117
57	128
57	103
57	119
57	131
57	104
57	90
57	120
57	133
57	91
57	92
57	93
57	94
58	59
58	60
58	61
58	62
58	63
58	64
58	65
58	66
58	33
58	67
58	68
58	69
58	70
58	71
58	72
58	73
58	74
58	75
58	76
58	77
58	78
58	79
58	80
58	81
58	82
58	83
58	84
58	85
58	86
58	87
58	88
58	89
59	60
59	61
59	62
59	63
59	64
59	65
59	66
59	33
59	67
59	68
59	69
59	70
59	71
59	72
59	73
59	74
59	75
59	76
59	77
59	78
59	79
59	80
59	81
59	82
59	83
59	84
59	85
59	86
59	87
59	88
59	89
59	124
59	131
59	134
60	61
60	62
60	63
60	64
60	65
60	66
60	33
60	67
60	68
60	69
60	70
60	71
60	72
60	73
60	74
60	75
60	76
60	77
60	78
60	79
60	80
60	81
60	82
60	83
60	84
60	85
60	86
60	87
60	88
60	89
60	93
60	151
60	95
61	63
61	64
61	65
61	66
61	33
61	67
61	68
61	69
61	70
61	71
61	72
61	73
61	74
61	75
61	76
61	77
61	78
61	79
61	80
61	81
61	82
61	83
61	84
61	85
61	86
61	87
61	88
61	89
62	63
62	64
62	65
62	66
62	33
62	67
62	68
62	69
62	70
62	71
62	72
62	73
62	74
62	75
62	76
62	77
62	78
62	79
62	80
62	81
62	82
62	83
62	84
62	85
62	86
62	87
62	88
62	89
63	64
63	65
63	66
63	33
63	67
63	68
63	69
63	70
63	71
63	72
63	73
63	74
63	75
63	76
63	77
63	78
63	79
63	80
63	81
63	82
63	83
63	84
63	85
63	86
63	87
63	88
63	89
64	65
64	66
64	33
64	67
64	68
64	69
64	70
64	71
64	72
64	73
64	74
64	75
64	76
64	77
64	78
64	79
64	80
64	81
64	82
64	83
64	84
64	85
64	86
64	87
64	88
64	89
65	66
65	33
65	67
65	68
65	69
65	70
65	71
65	72
65	73
65	74
65	75
65	76
65	77
65	78
65	79
65	80
65	81
65	82
65	83
65	84
65	85
65	86
65	87
65	88
65	89
65	128
65	90
65	91
65	92
65	93
65	94
65	149
65	150
66	33
66	67
66	68
66	69
66	70
66	71
66	72
66	73
66	74
66	75
66	76
66	77
66	78
66	79
66	80
66	81
66	82
66	83
66	84
66	85
66	86
66	87
66	88
66	89
33	67
33	68
33	69
33	70
33	71
33	72
33	73
33	74
33	75
33	76
33	77
33	78
33	79
33	80
33	81
33	82
33	83
33	84
33	85
33	86
33	87
33	88
33	89
67	68
67	69
67	70
67	71
67	72
67	73
67	74
67	75
67	76
67	77
67	78
67	79
67	80
67	81
67	82
67	83
67	84
67	85
67	86
67	87
67	88
67	89
68	69
68	70
68	71
68	72
68	73
68	74
68	75
68	76
68	77
68	78
68	79
68	80
68	81
68	82
68	83
68	84
68	85
68	86
68	87
68	88
68	89
68	140
68	101
68	124
68	102
68	128
68	90
68	91
68	105
68	152
68	106
68	141
68	92
68	93
68	107
68	108
68	142
68	94
68	153
69	70
69	71
69	72
69	73
69	74
69	75
69	76
69	77
69	78
69	79
69	80
69	81
69	82
69	83
69	84
69	85
69	86
69	87
69	88
69	89
70	71
70	72
70	73
70	74
70	75
70	76
70	77
70	78
70	79
70	80
70	81
70	82
70	83
70	84
70	85
70	86
70	87
70	88
70	89
70	90
70	91
70	92
70	93
70	94
70	153
70	149
70	150
71	72
71	73
71	74
71	75
71	76
71	77
71	78
71	79
71	80
71	81
71	82
71	83
71	84
71	85
71	86
71	87
71	88
71	89
72	73
72	74
72	75
72	76
72	77
72	78
72	79
72	80
72	81
72	82
72	83
72	84
72	85
72	86
72	87
72	88
72	89
72	151
73	74
73	75
73	76
73	77
73	78
73	79
73	80
73	81
73	82
73	83
73	84
73	85
73	86
73	87
73	88
73	89
73	116
73	127
73	117
73	129
73	103
73	119
73	131
73	134
74	75
74	76
74	77
74	78
74	79
74	80
74	81
74	82
74	83
74	84
74	85
74	86
74	87
74	88
74	89
75	76
75	77
75	78
75	79
75	80
75	81
75	82
75	83
75	84
75	85
75	86
75	87
75	88
75	89
75	101
75	116
75	117
75	118
75	119
75	120
76	77
76	78
76	79
76	80
76	81
76	82
76	83
76	84
76	85
76	86
76	87
76	88
76	89
77	78
77	79
77	80
77	81
77	82
77	83
77	84
77	85
77	86
77	87
77	88
77	89
78	79
78	80
78	81
78	82
78	83
78	84
78	85
78	86
78	87
78	88
78	89
79	80
79	81
79	82
79	83
79	84
79	85
79	86
79	87
79	88
79	89
80	81
80	82
80	83
80	84
80	85
80	86
80	87
80	88
80	89
81	82
81	83
81	84
81	85
81	86
81	87
81	88
81	89
82	83
82	84
82	85
82	86
82	87
82	88
82	89
82	19
82	146
82	122
82	148
82	123
83	84
83	85
83	86
83	87
83	88
83	89
83	140
83	90
83	91
83	152
83	141
83	92
83	93
83	94
83	153
83	95
83	96
83	97
83	98
83	99
83	100
84	85
84	86
84	87
84	88
84	89
84	127
84	131
85	86
85	87
85	88
85	89
85	149
86	87
86	88
86	89
86	37
87	88
87	89
87	116
87	127
87	117
87	103
87	131
88	89
88	128
88	90
88	91
88	92
88	93
88	94
88	149
88	150
89	154
19	20
19	21
19	22
19	23
19	24
19	25
19	26
19	27
19	28
19	29
19	122
37	20
37	38
37	135
143	144
143	147
143	122
143	145
144	146
144	147
144	155
144	122
144	156
144	145
20	38
20	21
20	22
20	23
20	24
20	25
20	26
20	27
20	28
20	29
146	147
146	23
146	157
146	122
146	156
146	158
146	148
146	159
146	160
147	122
147	158
147	159
147	160
147	145
38	157
21	22
21	23
21	24
21	25
21	26
21	27
21	28
21	29
22	23
22	24
22	25
22	26
22	27
22	28
22	29
23	24
23	25
23	26
23	27
23	28
23	29
23	122
23	158
23	160
101	128
101	104
24	25
24	26
24	27
24	28
24	29
25	26
25	27
25	28
25	29
26	27
26	28
26	29
27	28
27	29
28	29
157	155
157	156
157	159
135	141
135	122
135	123
116	124
116	126
116	117
116	118
116	103
116	130
116	132
116	120
116	133
124	117
124	130
124	90
124	142
102	117
102	128
102	104
102	90
102	120
102	105
102	106
102	107
102	108
125	129
125	34
125	35
126	117
126	130
126	132
126	120
127	131
117	128
117	118
117	103
117	130
117	104
117	132
117	120
117	133
128	104
128	90
128	120
128	106
129	34
118	120
103	90
103	154
130	132
130	120
104	90
104	120
104	106
132	120
90	91
90	105
90	152
90	106
90	141
90	92
90	93
90	107
90	108
90	142
90	94
90	153
120	133
34	35
34	36
35	36
35	155
35	156
35	148
155	156
155	158
155	148
155	159
91	92
91	93
91	94
105	106
105	107
105	108
105	153
152	141
152	94
152	153
106	107
106	108
141	94
141	153
92	93
92	94
93	94
93	95
93	96
93	97
93	98
93	99
93	100
107	108
94	153
154	151
154	95
122	156
122	158
122	148
122	123
122	160
122	145
156	158
156	159
151	95
158	159
158	160
159	160
95	96
95	97
95	98
95	99
95	100
96	97
96	98
96	99
96	100
97	98
97	99
97	100
98	99
98	100
99	100
149	150
